id,domain,scope,lens,impact,criterion,status
LO-08-09,Localization,"idiomas, cultura y escritura multilingüe",responsive,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-08-10,Localization,"idiomas, cultura y escritura multilingüe",responsive,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-01,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-02,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-03,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-04,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-05,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-06,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-07,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-08,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-09,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-09-10,Localization,"idiomas, cultura y escritura multilingüe",distinctiveness,alto,"En idiomas, cultura y escritura multilingüe, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-01,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-02,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-03,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-04,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-05,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-06,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-07,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-08,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-09,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
LO-10-10,Localization,"idiomas, cultura y escritura multilingüe",verification,crítico,"En idiomas, cultura y escritura multilingüe, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-01,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-02,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-03,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-04,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-05,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-06,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-07,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-08,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-09,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-01-10,Submission,"capturas, presentación y cumplimiento",intent,estratégico,"En capturas, presentación y cumplimiento, comprobar que existe una intención verificable y no solo una decisión ornamental. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-01,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-02,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-03,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-04,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-05,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-06,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-07,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-08,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-09,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-02-10,Submission,"capturas, presentación y cumplimiento",audience,alto,"En capturas, presentación y cumplimiento, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-01,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-02,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-03,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-04,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-05,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-06,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-07,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-08,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-09,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-03-10,Submission,"capturas, presentación y cumplimiento",hierarchy,alto,"En capturas, presentación y cumplimiento, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-01,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-02,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-03,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-04,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-05,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-06,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-07,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-08,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-09,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-04-10,Submission,"capturas, presentación y cumplimiento",coherence,alto,"En capturas, presentación y cumplimiento, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-01,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-02,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-03,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-04,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-05,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-06,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-07,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-08,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-09,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-05-10,Submission,"capturas, presentación y cumplimiento",inclusion,crítico,"En capturas, presentación y cumplimiento, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-01,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-02,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-03,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-04,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-05,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-06,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-07,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-08,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-09,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-06-10,Submission,"capturas, presentación y cumplimiento",feedback,alto,"En capturas, presentación y cumplimiento, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-01,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-02,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-03,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-04,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-05,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-06,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-07,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-08,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-09,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-07-10,Submission,"capturas, presentación y cumplimiento",performance,crítico,"En capturas, presentación y cumplimiento, comprobar que la decisión conserva rendimiento y no añade fricción innecesaria. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-01,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-02,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-03,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-04,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-05,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-06,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-07,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-08,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-09,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-08-10,Submission,"capturas, presentación y cumplimiento",responsive,crítico,"En capturas, presentación y cumplimiento, comprobar que la implementación se comporta correctamente en distintos tamaños. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-01,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-02,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-03,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-04,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-05,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-06,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-07,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-08,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-09,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-09-10,Submission,"capturas, presentación y cumplimiento",distinctiveness,alto,"En capturas, presentación y cumplimiento, comprobar que la solución es suficientemente propia para ser recordada y defendida. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-10-01,Submission,"capturas, presentación y cumplimiento",verification,crítico,"En capturas, presentación y cumplimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
SB-10-02,Submission,"capturas, presentación y cumplimiento",verification,crítico,"En capturas, presentación y cumplimiento, comprobar que el resultado puede validarse con una prueba concreta antes de publicarse. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
